age,gender,marital_status,education_level,annual_income,monthly_income,employment_status,debt_to_income_ratio,credit_score,loan_amount,loan_purpose,interest_rate,loan_term,installment,grade_subgrade,num_of_open_accounts,total_credit_limit,current_balance,delinquency_history,public_records,num_of_delinquencies,loan_paid_back
62,0,1,2,55280.84,4606.74,0,0.2,700,13839.07,2,9.99,36,446.48,12,4,72549.9,30887.51,1,0,2,1
71,1,0,0,37735.41,3144.62,2,0.156,664,8244.7,6,14.83,60,195.41,19,2,52907.55,8190.86,2,0,2,1
36,0,2,3,12284.11,1023.68,4,0.12,681,18490.75,0,13.25,60,423.09,14,5,17509.78,6672.34,2,0,2,0
44,1,1,1,21568.09,1797.34,0,0.13,774,13355.78,2,10.41,60,286.47,7,8,24869.68,3904.66,5,0,7,1
70,1,1,1,38631.94,3219.33,4,0.314,582,9861.74,4,16.52,60,242.55,20,4,59205.72,55584.04,2,0,2,0
34,1,2,2,26175.27,2181.27,0,0.063,594,12433.0,0,15.94,60,301.95,22,7,35293.38,24837.34,2,0,3,1
23,0,2,2,21000.89,1750.07,2,0.221,648,13722.16,2,15.23,36,477.23,19,3,31645.14,25207.82,2,0,2,1
54,1,1,2,184972.39,15414.37,0,0.203,712,12085.15,4,14.4,36,415.39,12,8,258601.52,13467.03,2,0,2,0
53,0,0,2,86168.68,7180.72,1,0.111,730,17362.36,5,10.16,36,561.54,14,4,82449.61,61196.37,2,0,3,1
70,0,1,0,134933.62,11244.47,0,0.102,635,23987.69,2,14.75,60,567.52,17,5,202760.61,120092.88,2,0,3,1
44,1,1,3,26531.02,2210.92,2,0.365,620,6806.78,4,19.1,36,249.85,15,8,35583.38,17418.61,2,1,2,1
29,0,1,1,34528.87,2877.41,1,0.313,655,14835.97,3,13.08,36,500.45,17,3,40505.59,2807.48,2,0,2,1
33,0,2,3,28709.82,2392.48,2,0.038,629,25080.44,2,9.15,36,799.3,18,8,27267.63,8530.33,0,0,0,1
22,1,2,0,11565.13,963.76,2,0.325,747,27790.15,4,13.04,60,632.88,5,5,16285.87,8959.54,2,0,2,1
27,1,2,1,46940.55,3911.71,4,0.158,726,26687.43,6,12.92,36,898.18,10,3,70162.94,57862.64,0,0,0,0
68,0,2,2,27508.8,2292.4,0,0.121,690,11534.76,0,12.16,36,384.0,13,6,34214.24,6199.98,4,0,4,1
41,2,1,1,26758.04,2229.84,0,0.093,702,19059.74,2,13.23,36,644.31,14,1,19295.21,4153.81,0,0,1,1
39,1,1,1,22843.11,1903.59,1,0.288,687,12919.65,6,10.19,36,418.03,12,3,21489.99,12773.08,3,1,4,1
45,1,3,1,35026.19,2918.85,0,0.111,716,8759.65,3,8.09,36,274.86,10,5,35942.86,5752.53,2,0,2,1
67,1,2,1,57907.99,4825.67,0,0.12,780,17716.21,2,10.37,36,574.73,8,4,89897.94,4512.41,1,0,1,1
42,1,2,2,20653.09,1721.09,0,0.325,671,8993.68,2,13.25,36,304.12,14,3,31515.1,6107.28,2,0,2,1
31,1,1,0,29554.73,2462.89,0,0.014,514,29791.87,2,15.75,36,1043.72,25,7,40104.25,35015.52,1,0,2,1
53,0,2,3,31150.82,2595.9,3,0.11,639,22385.73,2,12.98,60,509.11,19,6,31766.78,29846.54,3,0,4,0
52,0,2,0,33507.77,2792.31,0,0.139,616,8044.78,4,9.7,36,258.45,18,3,48115.19,40423.88,5,0,6,1
41,1,2,2,22028.67,1835.72,2,0.078,722,25313.1,2,11.5,36,834.72,12,7,30811.74,23194.57,2,0,2,1
59,0,2,3,50240.26,4186.69,0,0.226,629,15734.79,2,13.48,36,533.81,16,8,77025.59,67084.18,1,0,1,1
40,1,3,1,36597.51,3049.79,0,0.253,727,25881.66,2,12.05,36,860.26,10,2,55218.28,17299.99,3,0,3,1
28,1,1,1,30834.59,2569.55,2,0.352,735,14906.47,2,8.41,60,305.18,13,2,28447.24,26168.08,1,0,2,0
62,0,1,0,46347.63,3862.3,0,0.22,768,22561.18,5,12.72,36,757.14,5,5,39311.11,36294.62,4,0,4,1
57,1,1,2,33721.33,2810.11,0,0.198,733,5660.72,7,13.27,36,191.47,10,8,37268.69,29003.88,1,0,1,1
29,1,2,2,22117.84,1843.15,3,0.407,737,17156.62,2,10.42,36,556.99,13,7,27019.47,2564.31,3,0,3,0
45,0,1,0,42939.89,3578.32,4,0.188,637,8842.94,5,16.83,36,314.53,15,4,25983.85,8282.2,4,0,4,0
45,1,2,1,39219.82,3268.32,4,0.142,780,4621.38,1,9.7,36,148.47,6,3,42700.31,27536.53,0,0,1,1
53,0,2,2,11334.82,944.57,0,0.159,691,15259.24,2,13.77,36,519.82,11,7,15659.47,6403.74,3,0,5,1
22,1,1,0,65938.52,5494.88,0,0.066,669,22003.34,2,10.16,60,469.24,18,3,71951.79,15794.89,2,0,2,1
39,1,2,1,17198.46,1433.2,2,0.301,808,17303.64,2,7.81,36,540.72,3,4,21691.22,15169.76,3,0,3,1
66,0,2,2,36367.36,3030.61,2,0.103,700,4573.68,5,11.57,36,150.97,10,6,31724.97,23219.72,0,1,0,1
40,0,2,3,28649.28,2387.44,0,0.182,731,14251.12,6,14.05,36,487.42,13,3,18963.23,6741.91,3,0,3,1
62,1,2,1,40264.15,3355.35,0,0.189,643,25257.78,2,13.7,36,859.58,18,8,50279.56,40796.63,3,0,3,1
61,0,2,1,26721.26,2226.77,0,0.061,681,14866.98,2,13.95,60,345.54,10,2,36085.31,31742.48,1,0,1,1
62,0,2,2,43190.02,3599.17,0,0.01,728,12244.9,2,11.0,60,266.23,14,4,56598.97,25944.48,0,0,0,1
49,0,2,0,79569.8,6630.82,0,0.15,756,34403.85,1,11.81,36,1139.58,5,4,102862.7,46048.52,1,0,1,1
26,1,0,3,26912.38,2242.7,0,0.117,651,25004.07,2,15.8,60,605.4,18,6,37958.26,10674.01,4,0,4,1
37,0,2,4,28733.18,2394.43,0,0.197,745,14636.38,7,9.99,60,310.91,5,5,29853.14,18912.68,2,0,2,1
45,0,2,1,23855.16,1987.93,3,0.196,627,2682.67,5,16.5,36,94.98,15,4,22251.18,14069.21,0,1,1,0
58,0,2,0,43912.63,3659.39,0,0.034,692,13579.42,0,11.38,36,447.02,12,3,27379.61,12788.11,2,0,3,1
24,0,1,0,31057.29,2588.11,2,0.213,723,11902.11,5,10.72,60,257.12,11,1,31515.29,5352.8,2,0,2,0
50,1,1,1,39000.66,3250.06,0,0.228,676,16494.1,2,11.13,60,359.69,13,3,37675.6,19701.78,2,0,3,1
40,0,0,1,18000.62,1500.05,2,0.278,722,9077.72,6,11.5,36,299.35,12,8,18744.31,15563.17,0,0,0,1
23,0,1,0,37595.46,3132.96,2,0.112,678,14764.36,5,11.64,36,487.85,13,4,48142.94,43827.16,1,0,1,1
43,0,2,0,12427.39,1035.62,1,0.1,686,32146.5,2,12.15,36,1070.03,11,3,17594.88,3557.25,1,0,1,1
71,0,2,0,49281.34,4106.78,2,0.221,742,29737.01,0,8.31,36,936.11,9,6,60927.01,27656.31,4,0,6,1
38,0,1,1,24482.96,2040.25,1,0.051,709,11642.83,2,12.39,36,388.88,12,4,35600.91,10803.0,1,0,1,1
46,1,1,0,28561.37,2380.11,0,0.247,653,21872.32,5,13.2,36,739.07,15,3,23776.53,4389.47,3,0,3,1
56,1,2,0,39155.13,3262.93,0,0.017,774,15601.65,2,12.66,36,523.13,8,9,62011.17,33220.35,1,0,2,1
28,0,1,4,19248.27,1604.02,2,0.115,607,500.0,2,14.77,36,17.28,23,14,40840.7,36236.05,0,0,1,1
37,0,1,0,19597.65,1633.14,0,0.049,724,10162.68,2,11.37,36,334.5,12,4,19150.54,17271.2,2,0,2,1
51,0,1,2,152847.09,12737.26,1,0.287,695,20917.5,1,9.44,36,669.46,11,5,171327.21,83785.61,1,0,2,1
57,0,1,0,35957.02,2996.42,0,0.236,709,500.0,2,12.51,36,16.73,10,7,25064.06,17389.3,4,0,4,0
65,1,1,0,63398.04,5283.17,0,0.113,613,28551.74,3,13.71,36,971.81,19,5,66984.54,51919.55,1,0,1,1
53,0,2,1,24484.26,2040.35,4,0.225,593,28220.95,4,13.87,36,962.74,22,3,27835.12,13750.72,2,0,3,0
47,0,2,2,32643.27,2720.27,2,0.168,721,7989.33,6,12.88,36,268.73,13,4,27646.34,15997.55,4,0,4,1
65,0,2,2,23392.45,1949.37,2,0.054,688,4442.72,4,14.49,36,152.9,12,12,27305.84,13419.52,0,0,1,1
24,0,2,2,83272.24,6939.35,0,0.169,641,14818.36,2,15.42,36,516.74,15,7,109498.11,98890.37,3,0,3,1
42,1,0,0,42384.8,3532.07,0,0.196,682,500.0,3,14.09,36,17.11,10,5,36328.51,5016.52,4,0,4,1
46,1,2,0,29206.34,2433.86,0,0.269,719,19075.88,4,11.47,36,628.77,12,5,22510.49,18028.43,3,0,3,0
52,1,1,0,49857.53,4154.79,0,0.332,648,9019.77,2,10.24,60,192.71,19,4,38523.58,11809.45,1,0,1,1
44,1,1,3,24320.08,2026.67,0,0.236,558,9838.3,1,13.87,60,228.26,26,3,28716.6,8388.14,3,0,4,1
66,1,1,0,16513.26,1376.1,2,0.067,704,10656.89,2,10.39,36,345.82,13,7,29001.3,25703.58,1,0,3,1
55,0,1,3,72052.17,6004.35,0,0.23,597,9630.05,1,15.13,36,334.44,21,4,94396.49,87938.24,3,0,3,0
57,1,1,0,31493.48,2624.46,0,0.118,700,1521.56,3,12.24,60,34.03,12,6,34205.6,22194.54,0,0,2,1
52,0,2,2,45438.55,3786.55,0,0.212,638,500.0,1,16.86,60,12.39,19,6,41295.01,5761.19,2,0,2,1
27,1,0,2,30820.44,2568.37,0,0.109,724,23098.74,2,13.85,60,535.67,12,5,41565.36,19992.63,2,0,3,1
53,1,2,2,46167.11,3847.26,3,0.403,717,13011.63,1,12.8,60,294.72,11,8,67510.11,57493.05,3,0,5,0
51,0,2,2,11301.13,941.76,0,0.183,708,19752.86,5,9.82,60,417.94,12,1,14682.95,12968.22,2,0,3,1
75,1,1,0,22536.15,1878.01,4,0.026,716,19764.94,7,10.14,60,421.31,11,5,29306.08,14842.16,0,0,0,1
32,0,2,0,12188.98,1015.75,0,0.244,609,9655.03,2,11.16,36,316.83,23,2,15667.11,12137.53,1,0,3,0
31,1,2,3,98644.17,8220.35,2,0.086,712,2715.91,1,12.46,36,90.8,12,7,147740.81,20823.21,1,0,2,1
44,1,3,0,39725.29,3310.44,0,0.168,639,22008.52,1,10.71,60,475.34,17,5,48014.33,40589.5,1,0,1,1
28,0,1,3,29803.36,2483.61,0,0.486,644,6535.49,3,14.11,36,223.72,16,2,19284.09,11643.27,4,0,5,1
52,1,1,1,21868.89,1822.41,0,0.028,666,16018.64,6,9.97,36,516.65,16,3,14379.7,10610.39,0,0,0,1
58,1,2,1,71477.27,5956.44,2,0.079,672,24471.81,6,14.62,36,843.78,12,4,88623.04,10355.01,0,0,1,1
42,1,2,0,105322.97,8776.91,3,0.362,663,6540.07,2,9.8,36,210.42,19,5,97017.41,42822.13,7,0,8,0
54,0,1,2,44240.81,3686.73,4,0.105,769,30255.13,2,7.27,60,602.95,5,7,46703.95,7839.32,0,1,2,1
39,1,1,1,41876.65,3489.72,0,0.113,719,22130.99,6,11.13,36,725.9,12,6,65352.07,55450.01,1,0,1,1
72,1,1,0,42787.28,3565.61,0,0.027,726,10372.86,6,13.53,36,352.16,10,6,45065.18,38189.67,1,0,2,1
40,0,1,0,26600.71,2216.73,0,0.138,706,3025.38,5,10.78,36,98.73,13,5,35652.96,13901.03,1,0,2,1
34,0,0,1,33051.36,2754.28,0,0.113,652,12072.65,4,9.63,36,387.46,19,6,44835.74,9938.9,1,0,2,1
53,1,1,1,12174.25,1014.52,0,0.139,778,6518.84,1,9.41,36,208.54,9,2,18015.79,6192.41,2,0,2,1
30,1,2,1,19676.86,1639.74,0,0.049,845,12754.64,7,9.95,60,270.68,1,4,29723.87,18598.47,0,0,0,1
36,1,1,0,45438.04,3786.5,0,0.137,610,13805.21,6,12.59,36,462.43,17,4,62761.41,39355.7,2,0,2,0
24,0,3,0,31316.33,2609.69,0,0.025,782,2585.1,5,6.35,60,50.4,5,1,21068.25,9004.22,0,0,1,1
47,1,2,1,74542.13,6211.84,0,0.013,751,38646.69,2,9.05,36,1229.85,7,5,81379.86,67213.91,2,0,2,1
48,0,1,3,17702.11,1475.18,0,0.288,725,2914.46,4,12.97,60,66.27,14,4,29548.14,10093.87,2,0,2,1
63,0,1,2,69322.8,5776.9,0,0.165,684,500.0,6,15.92,60,12.14,14,3,65028.5,17261.46,4,1,5,1
36,1,2,0,25499.88,2124.99,0,0.101,653,8027.89,2,12.19,36,267.37,18,2,40248.74,17875.31,3,0,4,1
72,0,1,0,25063.32,2088.61,0,0.345,645,10217.52,4,11.89,36,338.83,17,7,32799.8,21294.65,5,0,5,1
53,1,2,1,25065.9,2088.83,2,0.023,685,6378.57,5,10.96,36,208.71,11,4,37957.23,27523.02,2,0,2,1
68,1,1,0,23248.08,1937.34,0,0.176,747,500.0,4,10.42,60,10.73,6,7,31378.06,18880.7,2,0,3,1
39,1,1,3,52858.77,4404.9,1,0.158,632,14042.77,4,15.29,60,336.22,16,5,55208.14,33802.62,0,0,1,1
41,1,1,4,26014.39,2167.87,0,0.013,664,18305.23,0,14.54,36,630.44,16,2,15455.48,1586.84,2,0,3,1
42,0,2,1,11913.77,992.81,0,0.187,611,25928.89,2,15.78,36,908.77,18,6,12644.44,9515.24,4,0,6,1
29,0,2,1,43579.78,3631.65,0,0.118,722,30993.16,4,13.39,60,711.39,12,4,37738.52,4669.62,0,0,0,1
29,1,1,3,44776.87,3731.41,0,0.069,736,10575.92,6,9.14,60,220.26,10,5,58001.66,49767.99,1,0,1,1
29,2,2,1,33830.28,2819.19,0,0.17,625,5223.76,2,11.6,60,115.15,19,10,46055.54,6508.97,2,0,2,1
47,1,2,0,37379.93,3114.99,2,0.193,439,17521.02,2,20.31,36,653.91,26,2,43890.26,34360.97,0,0,0,1
37,1,2,1,35468.0,2955.67,2,0.186,795,22868.16,2,6.56,36,701.51,9,4,53332.79,5286.55,5,0,5,1
64,1,1,2,55055.68,4587.97,0,0.359,645,3771.67,3,12.9,36,126.9,19,6,36063.25,7270.88,2,0,3,1
65,0,2,1,86552.48,7212.71,0,0.072,743,25651.13,0,8.87,36,814.15,9,4,119306.5,108187.5,2,0,2,1
28,0,1,0,17993.45,1499.45,0,0.044,600,27529.43,0,13.23,36,930.63,24,3,18331.02,17206.5,5,0,5,1
36,0,1,1,112514.33,9376.19,3,0.168,664,10218.04,1,11.46,36,336.76,19,3,87581.78,67213.44,2,0,2,1
38,0,1,1,83579.49,6964.96,3,0.067,709,12834.59,4,9.41,36,410.59,13,4,53659.03,29037.97,2,0,2,1
53,1,0,0,30572.23,2547.69,4,0.124,646,12750.56,2,12.84,36,428.63,15,2,42974.62,9304.05,0,0,1,0
21,1,2,1,43458.53,3621.54,0,0.244,778,11611.24,5,11.59,36,383.39,5,3,44021.22,14366.54,5,0,6,0
32,0,1,1,79574.25,6631.19,1,0.181,574,1867.12,6,14.69,36,64.44,27,7,102262.26,54366.76,4,0,5,1
26,0,2,1,54367.28,4530.61,0,0.056,832,28568.92,6,9.15,60,595.13,2,4,49299.37,8884.42,1,0,1,1
61,1,1,1,51511.37,4292.61,0,0.104,690,21941.58,2,13.65,36,746.19,14,8,43220.58,4407.79,1,0,1,1
75,0,0,3,70602.26,5883.52,0,0.061,560,24048.63,2,15.19,36,835.89,29,6,48328.88,36129.61,4,0,4,1
25,1,2,0,14694.01,1224.5,0,0.314,780,13677.41,2,9.61,36,438.83,7,5,23970.54,5524.59,1,0,2,1
36,1,2,2,21213.73,1767.81,0,0.048,493,18137.9,2,18.56,36,660.84,26,1,22250.74,7209.89,2,0,2,1
38,0,2,0,33326.71,2777.23,0,0.21,640,15206.47,7,12.53,36,508.93,15,5,26210.15,3463.23,1,0,1,1
69,0,1,1,68102.07,5675.17,4,0.264,605,20411.05,6,17.44,60,512.11,20,2,60958.16,48921.58,3,0,3,0
38,1,1,0,105561.43,8796.79,0,0.142,687,15769.21,2,12.08,36,524.37,14,6,157780.37,121088.46,1,2,1,1
21,1,1,1,54664.12,4555.34,0,0.338,524,11838.34,2,17.9,36,427.39,28,10,44988.16,34064.01,5,0,5,0
39,0,2,0,26712.98,2226.08,0,0.078,554,31805.72,6,12.52,60,715.89,26,4,42205.26,30028.92,2,1,3,1
74,0,1,1,34910.55,2909.21,0,0.046,662,533.05,4,13.15,36,18.0,18,7,34846.9,31884.76,2,0,2,1
28,0,1,0,23520.18,1960.02,0,0.243,682,9729.06,2,12.28,36,324.45,14,1,27015.5,3888.54,8,0,9,1
23,0,1,4,25948.38,2162.37,0,0.093,670,22845.45,2,14.43,60,536.68,14,4,18876.45,1850.79,3,0,3,1
45,1,2,3,23440.7,1953.39,0,0.198,722,4424.65,2,9.08,36,140.87,12,2,25127.44,17361.35,0,0,1,0
25,2,2,0,50636.52,4219.71,1,0.08,615,23208.6,2,16.91,36,826.41,16,6,38015.62,16886.96,2,0,2,1
75,0,0,0,46907.39,3908.95,1,0.259,648,18456.47,0,12.22,60,412.61,17,5,48170.62,5809.83,4,0,5,1
60,1,2,1,68675.24,5722.94,0,0.318,698,9185.78,2,12.08,36,305.45,14,5,74855.69,21014.65,3,0,4,1
39,1,1,2,41807.42,3483.95,0,0.055,699,15000.22,0,13.26,60,343.3,13,5,33050.68,20059.64,1,0,3,1
38,1,1,3,28773.16,2397.76,0,0.374,646,25993.83,4,8.6,36,821.77,18,7,22608.19,12836.92,4,0,5,1
70,1,2,0,48939.26,4078.27,0,0.06,701,11729.23,2,13.2,36,396.33,14,5,52510.82,15927.85,1,0,2,1
73,0,2,2,75075.94,6256.33,0,0.102,679,18468.99,2,14.63,60,435.8,13,5,95614.34,77429.46,2,0,3,1
51,0,1,2,53018.76,4418.23,0,0.349,686,7485.35,2,12.23,36,249.44,12,4,63031.57,26606.93,2,0,2,1
53,0,2,2,81523.0,6793.58,0,0.076,775,2415.08,2,12.22,36,80.47,6,9,76493.37,59718.47,1,0,3,1
67,1,2,2,42678.9,3556.58,0,0.166,604,15702.61,3,14.91,36,543.64,23,8,35584.56,25010.19,1,0,1,0
38,0,1,1,15447.27,1287.27,0,0.289,713,14238.25,3,13.61,36,483.94,12,5,27499.24,6258.42,2,0,3,1
59,1,3,2,60532.0,5044.33,2,0.148,765,17832.22,2,10.99,36,583.72,5,10,89548.55,65709.42,0,0,0,1
36,1,1,1,58977.73,4914.81,0,0.309,696,14669.77,5,13.99,36,501.31,10,1,60035.19,4580.05,5,0,5,1
36,0,1,2,100983.36,8415.28,0,0.206,687,14136.66,1,11.74,60,312.61,10,8,110010.1,84616.72,1,0,1,1
67,1,0,1,22762.5,1896.88,0,0.079,662,18261.29,1,13.16,36,616.7,19,3,29359.02,14409.0,0,0,0,1
58,0,1,4,41949.97,3495.83,0,0.148,749,30837.41,0,12.28,36,1028.37,9,8,33747.31,2337.96,2,1,2,1
61,0,3,2,40757.48,3396.46,2,0.115,722,10111.68,2,8.39,60,206.92,10,7,49304.66,9695.86,1,0,2,1
27,0,1,0,31657.93,2638.16,0,0.26,750,20458.13,2,11.8,36,677.55,6,6,31432.5,3972.41,2,0,2,1
34,1,1,1,15474.69,1289.56,0,0.115,805,25476.77,2,9.81,36,819.79,2,2,9849.35,7032.93,0,0,0,1
63,0,1,2,29557.27,2463.11,0,0.331,668,19353.78,5,13.25,60,442.84,18,1,17179.77,13976.42,2,0,4,1
73,2,0,2,31358.41,2613.2,4,0.057,631,6169.38,3,12.28,36,205.74,18,5,36390.12,14180.51,3,0,3,0
68,0,1,0,28222.27,2351.86,0,0.122,659,4857.89,6,8.97,36,154.41,19,7,26002.69,5649.94,5,0,5,1
45,0,1,3,46364.15,3863.68,3,0.048,753,10871.99,2,10.83,36,355.06,9,2,65587.16,46534.25,1,0,1,1
52,0,2,1,93839.79,7819.98,2,0.098,783,11050.35,2,11.27,36,363.19,8,9,66328.75,37247.87,3,0,4,1
58,1,0,2,56900.79,4741.73,4,0.267,649,9004.23,2,12.24,36,300.1,15,6,81620.21,30383.37,3,0,5,0
42,0,2,0,22147.98,1845.66,2,0.282,712,12259.12,2,12.66,60,276.8,14,6,26828.13,7402.57,3,0,3,1
36,0,2,1,67060.72,5588.39,0,0.375,550,11246.1,2,12.94,60,255.54,29,3,42178.99,14223.58,4,0,4,1
72,0,1,0,71755.36,5979.61,4,0.338,705,10178.32,2,10.28,36,329.77,12,5,52312.7,4257.63,6,0,8,0
49,0,2,2,51885.51,4323.79,0,0.155,819,1231.23,1,10.35,36,39.93,3,6,80322.66,60917.08,3,0,3,1
36,1,2,1,97049.49,8087.46,0,0.121,686,23630.33,4,12.54,36,790.97,13,4,146141.03,112589.15,2,0,2,1
32,1,2,2,32987.99,2749.0,0,0.042,706,4413.4,2,12.3,36,147.22,12,4,50128.28,19575.83,4,0,4,1
37,0,2,1,134956.62,11246.38,0,0.125,625,11262.18,3,13.0,60,256.25,18,6,147824.29,86940.39,0,0,1,1
57,1,2,0,43023.9,3585.32,0,0.095,808,4310.88,2,7.04,36,133.19,2,2,30395.53,28822.53,1,0,1,1
47,1,1,2,9106.15,758.85,0,0.104,637,13898.44,3,14.43,36,477.92,16,6,14365.71,10078.68,2,0,2,1
45,1,1,1,138200.66,11516.72,0,0.285,697,15463.59,4,11.2,36,507.72,11,7,168750.01,131313.45,4,0,5,0
33,1,2,0,18172.37,1514.36,0,0.177,676,20331.43,1,7.2,36,629.64,11,2,22204.36,1683.6,0,0,0,1
28,0,1,0,34244.41,2853.7,4,0.036,604,16690.07,5,13.14,36,563.48,20,0,49446.36,42567.72,1,0,1,0
25,0,1,0,28051.68,2337.64,0,0.284,615,2718.66,4,15.4,60,65.25,18,3,26520.83,20083.53,5,0,6,1
32,1,2,0,30786.73,2565.56,2,0.072,724,19076.64,1,8.67,36,603.71,14,3,22557.82,7259.86,0,0,1,1
61,1,1,1,36234.82,3019.57,4,0.323,693,20131.4,2,9.75,36,647.22,14,3,22454.69,6944.13,4,0,5,0
23,1,2,1,64932.15,5411.01,0,0.426,689,19887.51,2,12.97,36,669.8,10,6,90579.28,43317.56,0,0,0,1
55,1,1,2,47849.6,3987.47,0,0.247,724,16479.85,2,12.73,36,553.13,10,7,46526.4,38469.37,1,0,1,1
53,1,2,1,36161.71,3013.48,0,0.174,702,9346.77,6,13.77,36,318.41,11,2,47710.53,8806.38,3,0,3,1
42,0,3,1,27717.38,2309.78,0,0.067,705,27372.05,5,11.82,36,906.79,11,4,19936.78,7399.95,0,0,1,1
70,1,2,1,32710.22,2725.85,0,0.108,678,27206.33,2,10.23,36,880.81,13,7,32787.73,28128.92,1,0,5,1
64,0,1,1,71251.03,5937.59,1,0.34,665,11938.2,0,10.86,60,258.73,15,8,104986.1,84354.22,1,0,1,1
29,0,2,1,42576.35,3548.03,0,0.121,765,19969.53,2,14.07,60,465.38,9,9,72218.46,27340.3,0,0,1,1
61,0,1,1,23504.6,1958.72,0,0.498,657,11012.14,1,14.05,36,376.64,15,3,28441.21,1460.8,1,0,1,1
38,1,2,1,51334.5,4277.88,0,0.2,793,11027.91,1,13.16,36,372.42,7,3,49107.28,6857.33,1,0,2,1
70,0,2,1,102885.46,8573.79,2,0.455,632,17644.02,4,12.77,36,592.54,15,6,129319.3,114360.61,4,0,5,1
49,1,2,1,22201.03,1850.09,0,0.202,656,13675.04,0,10.45,36,444.15,18,3,17691.85,3060.45,2,0,2,1
59,0,2,1,12161.43,1013.45,0,0.272,705,500.0,3,12.09,60,11.14,14,6,14919.51,10868.04,0,0,0,1
47,1,1,0,37323.99,3110.33,0,0.07,617,16613.78,6,12.09,36,552.53,16,6,45691.16,13806.97,4,0,4,1
56,0,2,2,52186.48,4348.87,0,0.133,678,13270.03,2,13.99,60,308.7,12,8,69232.69,50535.8,0,0,0,1
65,1,1,0,93147.8,7762.32,0,0.036,661,33950.63,2,18.34,36,1233.2,17,6,140004.7,96426.57,5,0,5,0
37,0,1,0,22794.06,1899.5,2,0.133,601,22128.82,2,13.94,36,755.67,24,8,30350.27,24064.5,2,0,2,1
54,0,2,0,32028.44,2669.04,0,0.075,609,15005.55,6,14.71,60,354.7,20,8,26223.18,16548.58,3,0,4,0
66,0,2,0,28174.86,2347.91,0,0.161,718,15530.74,5,9.65,36,498.59,12,4,33471.94,24740.49,0,0,0,1
23,0,1,4,55785.61,4648.8,0,0.11,646,28672.48,4,10.9,36,937.34,16,6,83243.89,72936.89,2,0,2,1
25,1,1,0,18921.54,1576.8,0,0.331,700,14452.08,2,11.43,60,317.33,13,3,24309.43,11038.87,1,0,2,1
34,1,2,1,84932.87,7077.74,0,0.191,566,22683.76,3,17.94,36,819.39,25,5,83288.31,52003.49,2,0,3,1
23,1,1,0,51036.64,4253.05,2,0.201,628,6102.27,0,14.1,36,208.86,18,7,57507.03,46827.5,1,0,1,1
43,0,1,0,17271.07,1439.26,0,0.112,593,21627.08,1,14.14,60,504.8,22,5,15268.55,9394.47,2,0,2,1
59,0,2,0,30732.79,2561.07,4,0.139,720,15212.88,1,11.8,36,503.83,12,9,27449.37,21044.87,3,0,3,0
50,0,1,0,39993.93,3332.83,0,0.357,594,12019.92,0,11.36,36,395.57,22,1,59105.62,33045.6,2,0,3,1
70,1,2,0,23487.43,1957.29,2,0.212,651,4171.49,4,15.25,36,145.12,15,8,40868.0,26698.26,2,0,4,1
65,0,2,1,23586.06,1965.5,0,0.108,757,1772.7,2,12.49,36,59.29,5,2,14896.25,9127.0,3,0,3,1
43,0,2,0,24214.02,2017.84,4,0.145,563,4177.77,2,12.94,36,140.64,25,8,40322.12,21774.18,1,0,1,0
47,0,1,2,23871.96,1989.33,0,0.12,595,8209.01,2,14.38,36,282.08,20,5,32100.45,28059.29,1,0,1,1
74,0,1,0,10099.75,841.65,2,0.145,588,20938.9,2,13.79,60,484.93,22,4,12537.72,1882.21,4,0,4,0
30,1,2,1,62503.7,5208.64,4,0.145,655,500.0,2,14.65,36,17.25,18,6,55829.76,21415.82,3,0,3,0
45,1,2,2,78216.48,6518.04,0,0.266,599,17864.04,4,18.64,60,459.87,24,6,64480.48,10101.45,3,0,3,1
33,1,1,3,12823.12,1068.59,4,0.142,621,12865.68,6,12.45,36,430.1,16,5,16591.43,5941.39,2,0,2,0
36,0,2,2,39255.59,3271.3,0,0.276,761,27037.39,0,11.91,60,600.2,9,2,44684.43,31865.04,0,0,2,1
61,0,1,0,29777.72,2481.48,0,0.119,723,21908.61,1,12.76,36,735.66,14,5,45133.69,13563.07,5,0,6,1
54,1,2,0,29416.62,2451.38,0,0.076,571,13934.48,1,14.23,60,325.89,28,10,31707.69,7104.77,0,1,0,1
75,1,1,0,21192.42,1766.04,0,0.016,673,17456.91,6,11.48,60,383.75,11,3,14399.82,2426.28,0,0,0,1
57,1,2,2,28894.81,2407.9,2,0.159,702,29411.76,6,12.83,60,666.65,12,2,43877.93,6247.51,1,0,1,1
42,0,1,0,139847.24,11653.94,4,0.19,679,16032.54,4,11.74,36,530.52,11,6,189870.58,131506.72,3,0,4,0
37,1,2,1,57034.8,4752.9,0,0.178,636,9973.19,0,13.72,36,339.51,15,3,68363.94,6463.3,1,0,1,0
43,1,1,2,34525.35,2877.11,0,0.299,651,12617.44,2,15.37,36,439.68,15,2,29510.21,19436.89,1,0,1,1
74,1,1,2,15633.57,1302.8,0,0.201,730,14426.32,0,9.63,36,462.99,10,8,27164.44,19581.27,0,0,0,1
56,1,2,0,27113.82,2259.48,2,0.287,617,9917.14,2,12.51,36,331.81,16,7,21679.81,11778.17,3,0,4,0
69,0,1,1,35707.56,2975.63,0,0.066,686,23895.11,3,13.25,36,808.0,13,3,25816.01,12618.07,3,0,3,1
